,name,hist,ssp1,ssp3,ssp5
0,LarsenD,13.60717216265845,12.615734367482471,9.134553572095342,6.643534273347626
1,LarsenC,13.496702129682841,13.876323524350997,7.461108003507329,4.150181832463412
2,Tracy_Tremenchus,16.19711098214722,16.257002468560824,16.03267999811608,15.52618001287152
3,Ronne,17.216662446289263,17.399794554128455,17.55246539464313,17.45323579548107
4,Filchner,16.094496301213514,16.256345853927805,16.045882441574882,15.994943035854412
5,Brunt_Stancomb,18.177452768679643,17.848242705819757,17.46933711112402,16.877352639216625
6,Riiser-Larsen,17.03236656405411,16.835455259491795,16.82911800329275,16.628531047158436
7,Quar,16.999464599801488,16.50761214459181,14.449401776895382,13.252076201442348
8,Ekstrom,17.747350462398508,17.321543193211568,17.164856855975877,17.006488812074288
9,George_VI,14.47408461243055,13.993173696145407,8.166594560380423,5.017323632209306
10,Bach,9.767005975583627,9.756051351608523,6.211187858899812,5.809419058467457
11,Wilkins,15.183683971415212,12.485702785301338,3.1538302902682034,2.3253037635439706
12,LarsenB,9.401005519564944,9.488186913110315,4.10374517841591,1.071544746464748
13,Stange,21.503955147536367,21.18907429994763,19.48087046643199,16.665905161271493
14,Venable,25.4913972079391,24.541030978583255,21.454301447560415,13.646246875516383
15,Cosgrove,17.45953289046278,17.072816420192144,14.643735109085233,14.960622840035121
16,Pine_Island,18.266652828366638,18.103563834778747,17.197124555064168,17.3835141274764
17,Thwaites,20.209325678051414,20.16851070304621,19.992331969236403,20.57142317420061
18,Crosson,25.291784239778668,25.37104404810925,25.049218279543283,24.185731267370578
19,Dotson,24.634311575797526,24.338455337405094,23.89321774461621,23.914592676012397
20,Getz,23.971893448293002,23.669799853859196,23.282776921972374,23.197768660000165
21,Nickerson,22.918992296496725,22.687737384047487,20.391199766748844,19.56793993125381
22,Sulzberger,19.41962098815202,18.807533689319502,13.651143407912244,13.776068881077553
23,Ross west,14.81286206175121,14.811526331455969,14.420626799046923,14.084033625938902
24,Ross east,15.060222736460062,15.077793291489478,14.765075170962511,14.380579299624223
25,Drygalski,13.324608659874226,13.147242986751392,8.445779375709249,5.804398158749615
26,Mariner,17.341461147023864,16.348217400271984,8.662547492904814,5.378905942523306
27,Cook,18.67747801059792,18.885120887694157,16.55640524884694,10.666557266145825
28,Mertz,19.665893010208478,19.98049741118337,18.826284388078562,17.595071597888236
29,Totten,24.297745187442885,23.80149214941548,22.832570205295486,22.82155112411252
30,Shackleton,19.02552941402951,19.015190957323362,18.73789315468541,18.31220880985996
31,West,16.87935830552558,16.712715865427555,16.722169370549558,15.69361261981524
32,Abbot,21.863288624078496,21.360149155985397,20.951620269973795,19.33148752558985
33,Amery,14.466491369318764,14.419920820624542,13.33341141601894,12.829791757247461
34,Baudouin,14.23241109837085,14.027287927606004,13.33976004634288,12.824639183454124
35,Borchgrevink,15.986931090669271,15.732595422923893,14.119895848021917,13.159830964736114
36,Lazarev,14.716894747658593,14.755098939396277,13.360160740501927,11.980220595423816
37,Fimbul,16.236651948920688,16.20974758164762,15.474705897613525,15.046924996596989
38,Nivl,15.535980383115401,15.396623550404328,12.667507334899959,9.080219450286188
39,Atka,17.709527729207068,17.15007224985392,16.676033522900127,16.06065115030691
40,Jelbart,18.867053852555404,18.845859367966334,19.832389234731085,19.065642634123975
41,Holmes,24.471816990730677,24.292108967535466,18.665468904242765,10.98780560646399
42,Moscow_University,20.074116632385298,19.44770254573544,17.779424393028187,15.935212565538034
43,Prince_Harald,22.673008094014637,22.164714421984755,18.462069487313947,17.292700271198967
44,Ross Sea,15.11330679792533,15.116704184735504,14.56530250266874,14.162284925588791
45,Ross,14.913406237119313,14.926568804810133,14.522934060331535,14.134688934186425
46,Peninsula,14.158327447457516,13.85990725673392,7.905693290913615,5.102051695174525
47,Ronne-Filchner,16.969047947152426,17.113384824551517,17.231795741103483,17.109790959553493
48,DML,16.672587307744895,16.47938567090887,15.671485292467178,15.055723787018518
49,Amery Region,14.993523455914904,14.942416496015358,14.152177380246897,13.596645791192586
50,Wilkes Land,19.72109210787821,19.571804513476028,18.48787927795549,17.522148863555756
51,Victoria Land,18.241253002894588,18.025805851563312,15.15156207905818,12.368699428934484
52,Amundsen Sea,22.321202432517953,21.87705036958545,21.310783910927256,20.111353102025085
53,all ice shelves,16.31892530999661,16.316201269926438,15.578642314325673,15.102815929428907
